"State","fips","full","pop_2015","Brewery_id","Brewery_name","City","Beer_name","Beer_ID","ABV","IBU","Style","Ounces"
"MT","30","Montana",1032949,511,"Kettle House Brewing Company","Missoula","Cold Smoke Scotch Ale",85,0.065,11,"Scotch Ale / Wee Heavy",16
"MT","30","Montana",1032949,538,"Lewis and Clark Brewing Company","Helena","Back Country Scottish Ale",471,0.057,120,"Scottish Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Scape Goat Pale Ale",1713,0.05,40,"English Pale Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Big Sky IPA (2012)",579,0.062,65,"American IPA",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Montana Trout Slayer Ale (2009)",35,0.05,35,"American Pale Wheat Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Moose Drool Brown Ale",1711,0.051,26,"American Brown Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Scape Goat Pale Ale (2010)",159,0.05,40,"English Pale Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Montana Trout Slayer Ale",1712,0.05,35,"American Pale Wheat Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Summer Honey",168,0.047,108,"American Blonde Ale",12
"MT","30","Montana",1032949,538,"Lewis and Clark Brewing Company","Helena","Tumbleweed IPA",474,0.057,100,"American IPA",12
"NC","37","North Carolina",10042802,150,"Lonerider Brewing Company","Raleigh","Deadeye Jack",2332,0.06,34,"American Porter",12
"NC","37","North Carolina",10042802,71,"Birdsong Brewing Company","Charlotte","Jalapeno Pale Ale",2508,0.055,45,"American Pale Ale (APA)",16
"NC","37","North Carolina",10042802,97,"Catawba Valley Brewing Company","Morganton","Peanut Butter Jelly Time",2446,0.058,20,"American Brown Ale",12
"NC","37","North Carolina",10042802,361,"Aviator Brewing Company","Fuquay-Varina","Hog Wild India Pale Ale",705,0.067,64,"American IPA",12
"NC","37","North Carolina",10042802,541,"Mother Earth Brewing Company","Kinston","Sunny Haze",408,0.05,28,"Hefeweizen",12
"NC","37","North Carolina",10042802,70,"Appalachian Mountain Brewery","Boone","Honey Badger Blonde",2510,0.047,19,"American Blonde Ale",16
"NC","37","North Carolina",10042802,150,"Lonerider Brewing Company","Raleigh","Peacemaker Pale Ale",2329,0.057,47,"American Pale Ale (APA)",12
"NC","37","North Carolina",10042802,498,"Cans Bar and Canteen","Charlotte","THP Light (2006)",868,0.099,46,"American Blonde Ale",12
"NC","37","North Carolina",10042802,70,"Appalachian Mountain Brewery","Boone","Long Leaf",2511,0.071,75,"American IPA",16
"NC","37","North Carolina",10042802,70,"Appalachian Mountain Brewery","Boone","Porter (a/k/a Black Gold Porter)",2509,0.06,23,"American Porter",16
"NC","37","North Carolina",10042802,541,"Mother Earth Brewing Company","Kinston","Second Wind Pale Ale",419,0.05,70,"American Pale Ale (APA)",12
"NC","37","North Carolina",10042802,332,"Catawba Brewing Company","Morganton","White Zombie Ale",638,0.047,42,"Witbier",12
"NC","37","North Carolina",10042802,150,"Lonerider Brewing Company","Raleigh","Shotgun Betty",2327,0.058,11,"Hefeweizen",12
"NC","37","North Carolina",10042802,525,"Triangle Brewing Company","Durham","Triangle India Pale Ale",594,0.057,89,"American IPA",12
"NC","37","North Carolina",10042802,505,"Carolina Beer & Beverage","Mooresville","Carolina Lighthouse (2007)",784,0.04,20,"American Blonde Ale",12
"NC","37","North Carolina",10042802,361,"Aviator Brewing Company","Fuquay-Varina","OktoberBeast",1579,0.072,22,"Märzen / Oktoberfest",12
"NC","37","North Carolina",10042802,498,"Cans Bar and Canteen","Charlotte","THP Amber (2006)",869,0.099,45,"American Amber / Red Ale",12
"NC","37","North Carolina",10042802,325,"Pisgah Brewing Company","Black Mountain","GreyBeard™ IPA",1760,0.069,51,"American IPA",12
"NC","37","North Carolina",10042802,505,"Carolina Beer & Beverage","Mooresville","Carolina Blonde Light (2005)",782,0.035,17,"American Blonde Ale",12
"NC","37","North Carolina",10042802,498,"Cans Bar and Canteen","Charlotte","THP Dark (2006)",867,0.099,30,"English Dark Mild Ale",12
"NC","37","North Carolina",10042802,181,"Frog Level Brewing Company","Waynesville","Salamander Slam",2254,0.07,73,"American IPA",16
"NC","37","North Carolina",10042802,97,"Catawba Valley Brewing Company","Morganton","King Coconut",2106,0.054,55,"American Porter",12
"NC","37","North Carolina",10042802,446,"Howard Brewing Company","Lenoir","Action Man Lager",1250,0.055,120,"Vienna Lager",12
"NC","37","North Carolina",10042802,434,"French Broad Brewery","Asheville","13 Rebels ESB",1259,0.052,42,"Extra Special / Strong Bitter (ESB)",12
"NC","37","North Carolina",10042802,332,"Catawba Brewing Company","Morganton","White Zombie Ale",1742,0.047,42,"Witbier",12
"NC","37","North Carolina",10042802,529,"Asheville Brewing Company","Asheville","Shiva IPA",428,0.06,69,"American IPA",12
"NC","37","North Carolina",10042802,446,"Howard Brewing Company","Lenoir","Trail Maker Pale Ale",1251,0.065,70,"American Pale Ale (APA)",12
"NC","37","North Carolina",10042802,332,"Catawba Brewing Company","Morganton","Farmer Ted's Cream Ale",1744,0.056,42,"Cream Ale",12
"NC","37","North Carolina",10042802,529,"Asheville Brewing Company","Asheville","Rocket Girl",550,0.032,27,"Kölsch",12
"NC","37","North Carolina",10042802,390,"Oskar Blues Brewery (North Carol...","Brevard","Old Chub",1175,0.08,35,"Scottish Ale",12
"NC","37","North Carolina",10042802,390,"Oskar Blues Brewery (North Carol...","Brevard","Deviant Dale's IPA",1328,0.08,85,"American Double / Imperial IPA",16
"NC","37","North Carolina",10042802,505,"Carolina Beer & Beverage","Mooresville","Carolina Blonde (2006)",783,0.05,17,"American Blonde Ale",12
"NC","37","North Carolina",10042802,361,"Aviator Brewing Company","Fuquay-Varina","Devils Tramping Ground Tripel",704,0.092,5,"Tripel",12
"NC","37","North Carolina",10042802,332,"Catawba Brewing Company","Morganton","Farmer Ted's Farmhouse Cream Ale",480,0.056,42,"Cream Ale",12
"NC","37","North Carolina",10042802,332,"Catawba Brewing Company","Morganton","King Winterbolt Winter Ale",1719,0.07,99,"Winter Warmer",12
"NC","37","North Carolina",10042802,361,"Aviator Brewing Company","Fuquay-Varina","Mad Beach",1228,0.048,23,"American Pale Wheat Ale",12
"NC","37","North Carolina",10042802,434,"French Broad Brewery","Asheville","Wee-Heavy-Er Scotch Ale",1260,0.07,24,"Scotch Ale / Wee Heavy",12
"NC","37","North Carolina",10042802,498,"Cans Bar and Canteen","Charlotte","THP White (2006)",870,0.001,50,"Witbier",12
"NC","37","North Carolina",10042802,332,"Catawba Brewing Company","Morganton","Firewater India Pale Ale",1743,0.052,97,"American IPA",12
"NC","37","North Carolina",10042802,390,"Oskar Blues Brewery (North Carol...","Brevard","Ten Fidy",1532,0.099,98,"Russian Imperial Stout",12
"NC","37","North Carolina",10042802,325,"Pisgah Brewing Company","Black Mountain","Pisgah Pale Ale",1759,0.057,31,"American Pale Ale (APA)",12
"NC","37","North Carolina",10042802,180,"Carolina Brewery","Pittsboro","Flagship IPA",530,0.057,60,"English India Pale Ale (IPA)",12
"NC","37","North Carolina",10042802,529,"Asheville Brewing Company","Asheville","Ninja Porter",429,0.053,26,"American Porter",12
"NC","37","North Carolina",10042802,390,"Oskar Blues Brewery (North Carol...","Brevard","Dale's Pale Ale",1065,0.065,65,"American Pale Ale (APA)",12
"NC","37","North Carolina",10042802,525,"Triangle Brewing Company","Durham","Triangle White Ale",114,0.05,35,"Witbier",12
"NC","37","North Carolina",10042802,361,"Aviator Brewing Company","Fuquay-Varina","Hot Rod Red",702,0.061,41,"American Amber / Red Ale",12
"NC","37","North Carolina",10042802,150,"Lonerider Brewing Company","Raleigh","Pistols at Dawn",2330,0.075,35,"American Stout",16
"NC","37","North Carolina",10042802,180,"Carolina Brewery","Pittsboro","Santa's Secret",2255,0.059,22,"Winter Warmer",16
"NC","37","North Carolina",10042802,525,"Triangle Brewing Company","Durham","Triangle Belgian Golden Ale",113,0.08,43,"Belgian Strong Pale Ale",12
"NC","37","North Carolina",10042802,390,"Oskar Blues Brewery (North Carol...","Brevard","G'KNIGHT",1533,0.087,85,"American Double / Imperial IPA",12
"NC","37","North Carolina",10042802,390,"Oskar Blues Brewery (North Carol...","Brevard","Dale's Pale Ale",1166,0.065,65,"American Pale Ale (APA)",19.2
"NC","37","North Carolina",10042802,332,"Catawba Brewing Company","Morganton","Firewater India Pale Ale",507,0.052,75,"American IPA",12
"NC","37","North Carolina",10042802,434,"French Broad Brewery","Asheville","Gateway Kolsch Style Ale",1300,0.053,32,"Kölsch",12
"NC","37","North Carolina",10042802,361,"Aviator Brewing Company","Fuquay-Varina","Pumpkin Beast",1620,0.062,17,"Pumpkin Ale",12
"NC","37","North Carolina",10042802,360,"NoDa Brewing Company","Charlotte","Hop Drop 'N Roll IPA",1621,0.072,80,"American IPA",16
"NC","37","North Carolina",10042802,360,"NoDa Brewing Company","Charlotte","Jam Session",1622,0.051,31,"American Pale Ale (APA)",16
"NC","37","North Carolina",10042802,348,"Fullsteam Brewery","Durham","Cack-A-Lacky",1658,0.05,68,"American Pale Ale (APA)",12
"NC","37","North Carolina",10042802,180,"Carolina Brewery","Pittsboro","Sky Blue Golden Ale",427,0.051,45,"Kölsch",12
"NC","37","North Carolina",10042802,150,"Lonerider Brewing Company","Raleigh","Sweet Josie",2326,0.061,30,"American Brown Ale",12
"ND","38","North Dakota",756927,336,"Fargo Brewing Company","Fargo","Iron Horse Pale Ale",1722,0.05,32,"American Pale Ale (APA)",12
"ND","38","North Dakota",756927,336,"Fargo Brewing Company","Fargo","Stone's Throw IPA",1435,0.045,19,"Scottish Ale",12
"ND","38","North Dakota",756927,336,"Fargo Brewing Company","Fargo","Wood Chipper India Pale Ale",1434,0.067,70,"American IPA",12
"NE","31","Nebraska",1896190,338,"Nebraska Brewing Company","Papillion","Nebraska India Pale Ale",1148,0.065,65,"American IPA",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","543 Skull Creek Fresh Hopped Pale Ale",937,0.045,138,"American Pale Ale (APA)",12
"NE","31","Nebraska",1896190,283,"Thunderhead Brewing Company","Kearney","Cornstalker Dark Wheat",121,0.099,55,"American Dark Wheat Ale",12
"NE","31","Nebraska",1896190,338,"Nebraska Brewing Company","Papillion","EOS Hefeweizen",1147,0.048,10,"Hefeweizen",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","6-4-3 Double Play Pilsner",1303,0.052,108,"German Pilsener",12
"NE","31","Nebraska",1896190,283,"Thunderhead Brewing Company","Kearney","Leatherhead Red",1889,0.052,65,"American Amber / Red Ale",12
"NE","31","Nebraska",1896190,283,"Thunderhead Brewing Company","Kearney","Golden Frau Honey Wheat",122,0.075,54,"Braggot",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","1327 Pod's ESB",886,0.056,37,"Extra Special / Strong Bitter (ESB)",12
"NE","31","Nebraska",1896190,283,"Thunderhead Brewing Company","Kearney","Cropduster Mid-American IPA",1222,0.065,115,"American IPA",12
"NE","31","Nebraska",1896190,338,"Nebraska Brewing Company","Papillion","Cardinal Pale Ale",1145,0.057,29,"American Pale Ale (APA)",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","1327 Pod's ESB",612,0.056,37,"Extra Special / Strong Bitter (ESB)",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","Double Play Pilsner",1541,0.099,99,"American Pilsner",12
"NE","31","Nebraska",1896190,190,"Modern Monks Brewery","Lincoln","Monkadelic",2236,0.042,99,"American Pale Ale (APA)",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","1800 Big Log Wheat (2012)",1564,0.05,120,"American Pale Wheat Ale",12
"NE","31","Nebraska",1896190,338,"Nebraska Brewing Company","Papillion","Wick For Brains",1705,0.061,11,"Pumpkin Ale",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","Last Call Imperial Amber Ale",1320,0.08,120,"American Amber / Red Ale",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","Brewerhood Brown Ale",1321,0.055,108,"American Brown Ale",12
"NE","31","Nebraska",1896190,509,"Spilker Ales","Cortland","Hopluia (2004)",763,0.032,64,"English India Pale Ale (IPA)",16
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","N Street Drive-In 50th Anniversary IPA",1025,0.099,108,"American Double / Imperial IPA",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","Pernicious Double IPA",1319,0.096,138,"American Double / Imperial IPA",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","1335 Wicked Snout",942,0.064,108,"Saison / Farmhouse Ale",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","467 Ethan's Stout",1012,0.05,138,"American Stout",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","1327 Pod's ESB",888,0.056,37,"Extra Special / Strong Bitter (ESB)",12
"NE","31","Nebraska",1896190,381,"Blue Blood Brewing Company","Lincoln","834 Happy As Ale",611,0.046,35,"American Pale Ale (APA)",12
"NE","31","Nebraska",1896190,338,"Nebraska Brewing Company","Papillion","Brunette Nut Brown Ale",1146,0.048,15,"English Brown Ale",12
"NH","33","New Hampshire",1330608,548,"Moat Mountain Smoke House & Brew...","North Conway","Boneshaker Brown Ale",337,0.055,45,"English Brown Ale",24
"NH","33","New Hampshire",1330608,110,"Woodstock Inn, Station & Brewery","North Woodstock","4000 Footer IPA",2417,0.065,82,"American IPA",12
"NH","33","New Hampshire",1330608,48,"White Birch Brewing","Hooksett","Hop Session",2572,0.05,69,"American IPA",12
"NH","33","New Hampshire",1330608,48,"White Birch Brewing","Hooksett","Raspberry Berliner Weisse",2573,0.055,18,"Berliner Weissbier",12
"NH","33","New Hampshire",1330608,548,"Moat Mountain Smoke House & Brew...","North Conway","Iron Mike Pale Ale",336,0.056,100,"American Pale Ale (APA)",24
"NH","33","New Hampshire",1330608,110,"Woodstock Inn, Station & Brewery","North Woodstock","Summer Brew",2306,0.028,15,"American Pilsner",12
"NH","33","New Hampshire",1330608,48,"White Birch Brewing","Hooksett","Blueberry Berliner Weisse",2571,0.055,29,"Berliner Weissbier",12
"NH","33","New Hampshire",1330608,48,"White Birch Brewing","Hooksett","Berliner Weisse",2570,0.055,29,"Berliner Weissbier",12
"NJ","34","New Jersey",8958013,218,"Forgotten Boardwalk","Cherry Hill","1916 Shore Shiver",2110,0.069,65,"American IPA",12
"NJ","34","New Jersey",8958013,282,"Bolero Snort Brewery","Ridgefield Park","Longhop IPA",1891,0.042,30,"American IPA",16
"NJ","34","New Jersey",8958013,218,"Forgotten Boardwalk","Cherry Hill","What the Butler Saw",2111,0.05,18,"Witbier",12
"NJ","34","New Jersey",8958013,282,"Bolero Snort Brewery","Ridgefield Park","Lucky Buck",1890,0.04,34,"Irish Dry Stout",16
"NJ","34","New Jersey",8958013,223,"Carton Brewing Company","Atlantic Highlands","Epitome",2094,0.099,100,"American Black Ale",16
"NJ","34","New Jersey",8958013,223,"Carton Brewing Company","Atlantic Highlands","Monkey Chased the Weasel",1941,0.039,9,"Berliner Weissbier",16
"NJ","34","New Jersey",8958013,223,"Carton Brewing Company","Atlantic Highlands","077XX",1940,0.078,80,"American Double / Imperial IPA",16
"NJ","34","New Jersey",8958013,223,"Carton Brewing Company","Atlantic Highlands","Boat Beer",1439,0.042,35,"American IPA",12
"NM","35","New Mexico",2085109,393,"Santa Fe Brewing Company","Santa Fe","Black IPA",967,0.071,95,"American Black Ale",12
"NM","35","New Mexico",2085109,333,"La Cumbre Brewing Company","Albuquerque","Elevated IPA",664,0.072,100,"American IPA",16
"NM","35","New Mexico",2085109,333,"La Cumbre Brewing Company","Albuquerque","A Slice of Hefen",1741,0.054,15,"Hefeweizen",16
"NM","35","New Mexico",2085109,444,"Marble Brewery","Albuquerque","Marble Pilsner",1262,0.047,45,"German Pilsener",12
"NM","35","New Mexico",2085109,393,"Santa Fe Brewing Company","Santa Fe","Freestyle Pilsner",304,0.055,28,"German Pilsener",12
"NM","35","New Mexico",2085109,393,"Santa Fe Brewing Company","Santa Fe","Santa Fe Irish Red Ale",599,0.045,68,"Irish Red Ale",12
"NM","35","New Mexico",2085109,266,"Tractor Brewing Company","Albuquerque","Almanac IPA",1938,0.062,72,"American IPA",12
"NM","35","New Mexico",2085109,393,"Santa Fe Brewing Company","Santa Fe","Imperial Java Stout",305,0.08,99,"Russian Imperial Stout",12
"NM","35","New Mexico",2085109,393,"Santa Fe Brewing Company","Santa Fe","Santa Fe Oktoberfest",307,0.04,50,"Märzen / Oktoberfest",12
"NM","35","New Mexico",2085109,266,"Tractor Brewing Company","Albuquerque","Milk Mustachio Stout",1937,0.065,23,"Milk / Sweet Stout",12
"NM","35","New Mexico",2085109,266,"Tractor Brewing Company","Albuquerque","Farmer's Tan Red Ale",1936,0.06,30,"American Amber / Red Ale",12
"NM","35","New Mexico",2085109,393,"Santa Fe Brewing Company","Santa Fe","Saison 88",1519,0.055,30,"Saison / Farmhouse Ale",12
"NM","35","New Mexico",2085109,393,"Santa Fe Brewing Company","Santa Fe","Happy Camper IPA",217,0.066,85,"American IPA",12
"NM","35","New Mexico",2085109,444,"Marble Brewery","Albuquerque","Marble India Pale Ale",845,0.062,85,"American IPA",12
"NV","32","Nevada",2890845,531,"Buckbean Brewing Company","Reno","Tule Duck Red Ale (Current)",28,0.062,42,"American Amber / Red Ale",16
"NV","32","Nevada",2890845,531,"Buckbean Brewing Company","Reno","Black Noddy Lager (Current)",26,0.052,40,"Schwarzbier",16
"NV","32","Nevada",2890845,234,"Joseph James Brewing Company","Henderson","Hop Box Imperial IPA",468,0.093,90,"American Double / Imperial IPA",12
"NV","32","Nevada",2890845,234,"Joseph James Brewing Company","Henderson","Fox Tail Gluten Free Ale",469,0.05,50,"American Pale Ale (APA)",12
"NV","32","Nevada",2890845,531,"Buckbean Brewing Company","Reno","Original Orange Blossom Ale (Current)",27,0.058,35,"Herbed / Spiced Beer",16
"NV","32","Nevada",2890845,234,"Joseph James Brewing Company","Henderson","Joseph James American Lager",467,0.052,15,"American Adjunct Lager",12
"NV","32","Nevada",2890845,531,"Buckbean Brewing Company","Reno","Roler Bock (Current)",504,0.04,31,"Maibock / Helles Bock",16
"NV","32","Nevada",2890845,234,"Joseph James Brewing Company","Henderson","Weize Guy",2060,0.05,15,"Hefeweizen",12
"NV","32","Nevada",2890845,531,"Buckbean Brewing Company","Reno","Very Noddy Lager (Current)",29,0.099,17,"Schwarzbier",16
"NV","32","Nevada",2890845,531,"Buckbean Brewing Company","Reno","Tour de Nez Belgian IPA (Current)",538,0.08,90,"Belgian IPA",16
"NV","32","Nevada",2890845,531,"Buckbean Brewing Company","Reno","Black Adder IBA (Current)",383,0.073,85,"American Black Ale",16
"NY","36","New York",19795791,300,"Matt Brewing Company","Utica","Our Legacy IPA",1135,0.065,60,"American IPA",16
"NY","36","New York",19795791,174,"Evil Twin Brewing","Brooklyn","Hipster Ale (Two Roads Brewing)",1287,0.055,13,"American Pale Ale (APA)",12
"NY","36","New York",19795791,174,"Evil Twin Brewing","Brooklyn","Molotov Lite",2248,0.085,13,"American Double / Imperial IPA",16
